content,content_preprocessed,sentimen
sangat bermanfaat bagi saya,sangat manfaat,POSITIVE
mantap🤟,mantap,POSITIVE
terima kasih telah memberikan layanan dengan baik,terima kasih layan baik,POSITIVE
"Meski Kesulitan mengubah ke akun premium karena mungkin memang perlu waktu lama mengingat antrian yg banyak. Tapi, puas banget karena ketika antrian udh sampai, penanganannya cepat dan tidak dipersulit.. Sukses terus untuk dana dan good service untuk staff nya.. Thankyouuuuu...",sulit ubah akun premium antri tapi puas banget antri tangan cepat tidak sulit sukses terus bagus service staff thankyou,POSITIVE
Masa ngirim ke rek pribadi ga masuk. Statusnya uda sukses terkirim. Pokoknya nyesal top up,kirim rekening pribadi tidak status sukses kirim pokok nyesal isi saldo,NEGATIVE
semua jadi mudah...,mudah,POSITIVE
"Mau upgrade ke premium aja di persulit banget, udah minta bantuan ke CS (DIANA), disuruh kirim data lengkap, udh dikirim tetep aja belum ada penyelesaian masalahnya. Padahal data sudah sangat jelas dan lengkap, namun aneh nya belum diselesaikan juga, bilang nya tunggu 3-5 hari akan dikabarkan.. Nyata nya berminggu2 tak kunjung selesai, tidak profesional.Padahal data sudah lengkap dan jelas kenapa tidak diproses dgn cepat untuk langsung menjadi akun premium?!! Mohon lah untuk di percepat saya but",upgrade premium sulit banget bantu customer service suruh kirim data lengkap kirim belum selesai data sangat lengkap aneh belum selesai bilang tunggu kabar tidak kunjung selesai tidak profesional data lengkap tidak proses cepat akun premium cepat but,NEGATIVE
sangat bguss,sangat bguss,POSITIVE
i love it,love it,POSITIVE
Dana tidak aman aplikasi yang ga jelas kantor nya...virtual semua..yang punya ALPIKASI DANA MENDINGAN HAPUS..MERUGIKAN.SIANG TAFI KECOLONGAN..DANA GA ADA TANGGUNG JAWAB,tidak aman tidak kantor virtual alpikasi mending hapus rugi siang taf colong tidak tanggung,NEGATIVE
membantu saya,bantu,POSITIVE
"Pitur dana ngga bisa di gunain ya ,, ada yg kirim uang juga ngga ada",pitur tidak bisa gunain kirim uang tidak,NEUTRAL
aku suka aplikasi ini,suka,POSITIVE
aplikasi nggak ribet,tidak rumit,POSITIVE
Tolong kembalikan uang saya di sedot gogel,tolong kembali uang sedot gogel,NEUTRAL
"Gimana nih, usah di uninstal di hp lama, pas masuk di hp baru udah gak bisa masuk harus lewat hp lama, sedangkan di hp lama di coba masuk lagi tetep gak bisa juga, astagakenapa jadi begini",uninstal handphone pas handphone tidak bisa handphone handphone coba lagi tidak bisa astagakenapa,NEGATIVE
Saya merasa apk ini tidak adil dana cicil ada di akun teman saya padahal baru mendaftar sedangkan syaa sudah lama menggunakan apk ini,tidak adil cicil akun teman daftar syaa,NEGATIVE
"Tolong dong laporan memperbaiki nama lengkap di akun dana yang sudah premium segera di tindaklanjuti,,,,,",tolong dong lapor baik nama lengkap akun premium tindaklanjuti,NEUTRAL
Saldo saya kepotong tiba2 bagaimana tuch dengan merchant,saldo potong tuch merchant,NEGATIVE
loba potongan,loba potong,NEGATIVE
"Aplikasi apaan ni, masa uang tiba² hilang, trus kalau mau kirim ke rekening harus upgrade lg dan persyaratan nya masa KTP dan kartu keluarga, keliatan banget, mau curi data?, KTP aja udh cukup harus nya. Apk tidak profesional",uang hilang terus kirim rekening upgrade lagi syarat ktp kartu keluarga liat banget curi data ktp tidak profesional,NEGATIVE
Custimer service yg bisa di hubungin mna si yg gampang di hbngin,custimer service bisa hubungin mna si mudah hbngin,NEUTRAL
lama lgi min perbaikan sistem nya?,lagi baik sistem,NEGATIVE
alhamd membantu sekali,alhamd bantu,POSITIVE
Dana tolong aku dong . Aku ada uang tabungan di saldo dana karena takut ketahuan sama suami aku aku hapus aplikasi nya terus aku download lagi eee malahan gabisa . Jaringan bermasalah hampir seharian gak bisa masuk tolong dong dana respon nya,tolong dong uang tabung saldo takut tahu suami hapus terus download lagi tidak bisa jaring masalah hari tidak bisa tolong dong respons,NEGATIVE
pengiriman cepat aman,kirim cepat aman,POSITIVE
Gaa bisa kirim kode OTP nomer udah betul gaa gunaa,gaa bisa kirim kode kode otp nomor gaa gunaa,NEUTRAL
"Saldo udah d isi malah gk bisa transfer, isi pulsa butuh waktu 1 jam nunggu nya lagi abis tu gagal transaksi, bener2 dana skrg gk rekomend lagi gk sama kyk dlu",saldo isi tidak bisa transfer isi pulsa butuh jam tunggu lagi abis tu gagal transaksi tidak rekomend lagi tidak kyk,NEGATIVE
Mempermudah kita tanpa harus kelua rumah,mudah tanpa kelua rumah,POSITIVE
"Dana the best. Sedikit saran, agar history transaksinya bisa dihapus dong",the best saran history transaksi bisa hapus dong,NEGATIVE
"suka pakai DANA...banyak manfaat,, banyak discount dan proses sangat cepat... terimakasih DANA",suka manfaat discount proses sangat cepat terima kasih,POSITIVE
Dana dan Slot bagaikan saudara,slot saudara,POSITIVE
"barusan saya kirim uang ke bank,kok tidak bisa untuk cek mutasi nya ya??. bukti keluarnya uang tidak tersedia. tolong gimana solusinya. saya butuh bukti mutasinya soalnya. pihak dana segera cepat perbaiki dong.",barusan kirim uang bank kok tidak bisa cek mutasi bukti keluar uang tidak sedia tolong solusi butuh bukti mutasi cepat baik dong,NEGATIVE
Kebiasaan apk lemot kalo bisa kasih bintang nol gw apus tu binga 1,biasa lambat bisa kasih bintang nol apus tu binga,NEGATIVE
Aku mau login selalu jaringan bermasalah... Tolong ini gimana ini,selalu jaring masalah tolong,NEGATIVE
Udh yg ke2 kali uang di transfer ke shopee gk masuk tp dinyatakan berhasil sudah komplain lewat aplikasinya tp ttp kekeuh blg sudah berhasil,uang transfer shopee tidak nyata hasil keluh ttp kekeuh blg hasil,NEGATIVE
bagus dan sangat memuaskan,bagus sangat puas,POSITIVE
trbaik,trbaik,POSITIVE
Makin ke sini makin rusak aja dana masa kagak bisa pake otp,rusak tidak bisa kode otp,NEGATIVE
"Aplikasi ini gak bisa di percaya, akun no telpon dan juga no pin gak bisa dibuka.",tidak bisa percaya akun nomor telepon nomor pin tidak bisa buka,NEUTRAL
"mau bayar shopee ga bisa"" kata nya no VA salah pdhl bner",bayar shopee tidak bisa nomor va salah,NEUTRAL
is the best.,is the best,POSITIVE
"Parah gw top up sama sekali gak masuk, mana saldo udah k potong balikin woi",parah isi saldo tidak saldo potong balikin woi,NEGATIVE
Gak bisa login percumah simpan salod di sini kalo kek gini,tidak bisa percumah simpan salod kek gin,NEUTRAL
Tidak bisa masuk masalah keamanan.hadehhh sazah,tidak bisa aman aduh sazah,NEGATIVE
"Selamat malam,mau bertanya dana,saya tidak bisa masuk memerlukan verifikasi didalam aplikasi tolong dipermudah dalam mengakses",selamat malam tidak bisa verifikasi dalam tolong mudah akses,NEUTRAL
"aplikasi bagus, sangat membantu",bagus sangat bantu,POSITIVE
alangkah bagusnya jika ditambahkan fitur paylater bagi dana premium jadi untuk pembayaran bisa langsung dipotong otomatis ketika saldo bertambah terima kasih dana,alangkah bagus fitur paylater premium bayar bisa potong otomatis saldo tambah terima kasih,POSITIVE
gercep,gercep,NEGATIVE
"ribet sekarang dana harus verifikasi aktifitas, hp saya keriset mulai ulang, duit saya ada di dana, sekadang mau masuk aja harus verifikasi dlu gmn ini cara masuk nya!!!!!!",rumit verifikasi aktifitas handphone riset ulang uang kadang verifikasi,NEGATIVE
Saya mau aplikasi kemarin bisa masuk verifikasi wajah....tp begitu keluar skrg udh engga bisa verifikasi wajahnya...dan pakai password juga engga bisa masuk sedangkan password hafal,kemarin bisa verifikasi wajah tidak bisa verifikasi wajah password tidak bisa password hafal,NEGATIVE
Dana saya masih bisa di bajak,masih bisa bajak,NEUTRAL
Sekarang Keamanan gampng jebol.. tiba2 saldo hilang,aman gampng jebol saldo hilang,NEGATIVE
"Diupgred tapi kenapa susah sekali masuknya padahal lagi butuh banget mana,,bagaimana caranya masuk kalo kayak gini makin ribet aja",diupgred tapi sulit masuk lagi butuh banget kayak gin rumit,NEGATIVE
"Ya sebelum""nya saya nyaman pakai dana cuman untuk beberapa bulan terakhir saya kecewa karna dana yang sekarang tidak seperti dulu kalau sekarang suka ada biaya yang keluar yang kita gk tahu dan kejadian ini bukan 1x atau 2x tapi sudah 4x kalau seperti ini ya saya rugi lah karna saldo saya suka kurang sendiri apa lagi sekarang malah saldo saya jadi 0 rupiah gara"" suka ada pengeluaran yang kita gak tahu ...yg kejadian awal memang uang kembali tapi untuk yg kesekian kalinya gk balik",nyaman kecewa tidak suka biaya tidak jadi bukan tapi rugi saldo suka kurang lagi saldo gara suka keluar tidak jadi uang tapi sekian kali tidak,NEGATIVE
"kecewa mau transaksi gk bisa, di upgrade juga gk bisa",kecewa transaksi tidak bisa upgrade tidak bisa,NEGATIVE
Mo buka app minta di update.tp update slalu gagal padahal jaringan bagus.gagal update jd g bisa buka aplikasi..g bisa liat saldo ato apapun di dana,mo buka update update selalu gagal jaring bagus gagal update tidak bisa buka tidak bisa liat saldo ato apa,NEUTRAL
"Kenapa kok app susah untuk di buka, isiin data dari kemarin .tolong bantu Sudah didownlod kok gk bisa dibuka",kok sulit buka isi saldo data kemarin tolong bantu didownlod kok tidak bisa buka,NEGATIVE
Jangan pernah memakai aplikasi DANA !!! uang saya hilang seketika Rp 700.000 dan pihak DANA tidak bertanggung jawab SAMA SEKALI,jangan pakai uang hilang tidak tanggung,NEGATIVE
mantan berguna sangat top,mantan guna sangat top,POSITIVE
Ndak tau kedepannya lebih bagus lagi,tidak depan bagus lagi,POSITIVE
Kenapa sih eror mulu,sih error terus,NEGATIVE
Proses upgrade premium lama banget prosesnya. Udah dibalas sama diana masih harus nunggu lama. Terlalu berbelit. Mohon dipercepat prosesnya karena saya butuh akun premium nya,proses upgrade premium banget proses balas masih tunggu belit cepat proses butuh akun premium,NEGATIVE
mau login malah di suruh verifikasi ke perangkat sendiri,suruh verifikasi perangkat,NEGATIVE
Alhamdulillah bagus,alhamdulillah bagus,POSITIVE
"Apk ini sangat mudah diretas oleh penipu uang saya sebesar 2,6 jt hilang",sangat mudah retas tipu uang hilang,NEUTRAL
"Dana gaberes, uang ga masuk"" ke dana pdhal udh ditransfer. Kontak cs ga membantu sama sekali",gaberes uang tidak transfer kontak customer service tidak bantu,NEGATIVE
"Dana saya engga bisa di login dan saya juga sudah kirim email ke pihak dana nya cuma engga ada tanggapan, bisa tolong di bantu ada apa dengan akun dana saya min. Padahal Udah lama sekali pake aplikasi dana cuma baru kali ini aja bermasalah. Mohon bantuannya bagi yang tau🙏🙏",tidak bisa kirim email tidak tanggap bisa tolong bantu akun masalah bantu,NEGATIVE
"Kalo mau masuk ke apk nya suka ngeb bug, uang ak di dana tba"" ilang, padahal ga di apa apain",suka ngeb error uang ak tba hilang tidak apain,NEGATIVE
"Aplikasi Lawak Banyak Bug, Yakali Gw Nge aktifin Dana viz pas di tes malah wajah tidak terdeteksi, Ga bisa di non aktifkan lagi, udah chat cs nya malah Di Skip, Agen Sedang sibuk katanya Ngakak dih katanya cs Masa iya ga bisa Ngelayanin customer nya Hapus dana viz ga guna ga kayak aplikasi pembayaran lainnya Ga ribet apk rusak anyak eror sistem sibuk cs ga guna !!!!!!!!! Dan verifikasi kode otp ngapa harus lewat wa? Biasanya lewat Sms, Wa Saya Terblokir Jadi Tidak Bisa login, Benerin Dong!!!!!!",lawak error yakali nge aktifin viz pas tes wajah tidak deteksi tidak bisa non aktif lagi chat customer service skip agen sibuk ngakak dih customer service iya tidak bisa ngelayanin customer hapus viz tidak tidak kayak bayar tidak rumit rusak anyak error sistem sibuk customer service tidak verifikasi kode kode otp ngapa whatsapp sms whatsapp blokir tidak bisa benerin dong,NEGATIVE
Akun saya di hack tolong bantu pulihkan,akun hack tolong bantu pulih,NEUTRAL
praktis dan mudah bertransaksi,praktis mudah transaksi,POSITIVE
Kurang buruk,kurang buruk,NEGATIVE
Tidak bisa login ke aplikasi dana? Bagaimana caranya login jika tidak mendapatkan verivikasi? Sedangkan di dalam akun masih ada uangnya. Mohon bantuannya. Terimakasih,tidak bisa tidak verivikasi akun masih uang bantu terima kasih,NEUTRAL
"Najis tiba² akun ditangguhkan padahal ada saldo gua di dalam udah minta bantuan ga di bales² hadehhh jadi males pake dana sekrang mah mending pake yang lainn makanya saya kasih bintang 1 pelayanan slow respon,",najis akun tangguh saldo bantu tidak bales aduh males sekrang mah mending lainn kasih bintang layan respons lambat,NEGATIVE
"Kacau nih dana... orang kirim ke saya, malah ga ada dana yg masuk... csnya lambat... buka aplikasinya eror, cek aktivitas aja gak bisa...",kacau kirim tidak csnya lambat buka error cek aktivitas tidak bisa,NEGATIVE
"Kecewa parah, satu bulan ada transaksi asing dan sangat merugikan. Chat bantuan tanpa ada solusi, duit balik juga kagak. Seumur umur kaga pernah buka lazada, kenapa juga tiba-tiba akun terhubung di lazada. kaga pernah langganan app wajah kartun, kenapa ada potongan pembayaran gede pula. gak pernah menghubungkan akun ke app mana pun, gak pernah langganan apapun, kok bisa terpotong begitu aja",kecewa parah transaksi asing sangat rugi chat bantu tanpa solusi uang tidak umur umur tidak buka lazada akun hubung lazada tidak langgan wajah kartun potong bayar gede tidak hubung akun tidak langgan apa kok bisa potong,NEGATIVE
cepat tepat untung,cepat untung,POSITIVE
aplikasi ini sangat membantu sekali dalam setiap kegiatan saya,sangat bantu giat,POSITIVE
Kenapa sekarang dana gk ada bnetfit.??,tidak bnetfit,NEGATIVE
aplikasi buruk gue ya fto SMK sama sekarang beda cok SMK gua botak sekarang udah ada rambut knapa ktp gue rusak?? tolong lah gimana ini,buruk fto smk beda cok smk botak rambut ktp rusak tolong,NEGATIVE
jadi simple untuk transaksi,simple transaksi,POSITIVE
"sering gagal transaksi di jam² tertentu, karena terlalu banyak transaksi dalam aplikasi",sering gagal transaksi jam transaksi,NEGATIVE
Katanya dilindungi oleh pihak bank Indonesia kok masih bisa kehack,lindung bank indonesia kok masih bisa dihack,NEGATIVE
kenapa sekarang dana ga bisa di buka,tidak bisa buka,NEGATIVE
upload foto KTP susah,upload foto ktp sulit,NEGATIVE
Apk yang sangat mengecewakan,sangat kecewa,NEGATIVE
Hp saya tidak saya root knapa dana tidak bisa di buka,handphone tidak root tidak bisa buka,NEUTRAL
Harese rek upgrade k premium ge eh meni lila,harese rekening upgrade premium ge eh meni lila,POSITIVE
Saya puas dengan aplikasi dana,puas,POSITIVE
Untuk customer service dana Saya kesulitan untuk menghubungi nya tidak ada jalan yang mudah kah saya ingin memperbaiki dan butuh bantuan karena nomor dana saya hilang sehingga tidak bisa mengakses login,customer service sulit hubung tidak jalan mudah kah baik butuh bantu nomor hilang tidak bisa akses,NEGATIVE
"Dana sudah terpotong tapi merchant belum menerima dana,saldo saya tidak kembali",potong tapi merchant belum terima saldo tidak,NEGATIVE
Jgn pernah pake dana bos... Saldo gw kepotong ada nya transaksi yg gw gk lakuin... Udh pake keamanan bs di hack.. Kapok pake dana.. Gk ada tanggung jwbnya..,jangan bos saldo potong transaksi tidak lakuin aman bs hack kapok tidak tanggung jwbnya,NEGATIVE
"Saya punya saldo 500ribu di dana tiba tiba hilang, ini bagaimana ya? Padahal saya sedang tidak bertransaksi apapun",saldo hilang tidak transaksi apa,NEUTRAL
aplikasi sngt bagus,sngt bagus,POSITIVE
poko membantu banget,poko bantu banget,POSITIVE
Terimakasih 🙏,terima kasih,POSITIVE
"untuk upgrade nya lama dan di persulit gimana mau transaksi harus upgrade premium yang bener aja saya uda top up dana tapi ga bisa transaksi karena harus preminum, dan saya merasa apk dana ga berguna jika harus upgrade premium",upgrade sulit transaksi upgrade premium isi saldo tapi tidak bisa transaksi preminum tidak guna upgrade premium,NEGATIVE
bagus aplikasi dana memang konsisten semua pembayaran online lebih mudah dan murah.,bagus konsisten bayar online mudah murah,POSITIVE
saya ingin memberi nilai ini karena sangat di butuhkan dan begitu bermanfaat di bisnis ini.,nilai sangat butuh manfaat bisnis,POSITIVE
simpel,simpel,POSITIVE
bagus sekali ini dompet digital dana,bagus dompet digital,POSITIVE
Aplikasi tolol loading lama banget,tolol loading banget,NEGATIVE
gimana ni barusan kirim uang lwt dana saldo sudah berkurang tapi uang belum masuk rekening...gimana tanggung jawabnya..,barusan kirim uang lwt saldo kurang tapi uang belum rekening tanggung,NEUTRAL
Salah satu Dompet Digital Terpercaya...,salah dompet digital percaya,POSITIVE
Setelah ada app ini orang jadi gampang bermaim judi ✔,mudah bermaim judi,NEUTRAL
"saya habis reset hp,pas mau login kok di suruh ke akun dana,nah saya kan habis reset hp..sudah ferivikasi sandi dan wajah juga tidak bisa..sebelum nya tidak sperti ini,kok mala bgni..otp di kirim ke wa tpi gak masuk masuk..anehhhh..",habis reset handphone pas kok suruh akun habis reset handphone ferivikasi sandi wajah tidak bisa tidak sperti kok mala bgni kode otp kirim whatsapp tidak aneh,NEGATIVE
selama ini masih bagus sekali,masih bagus,POSITIVE
Bagus aplikasinya dapat simpan uang,bagus simpan uang,POSITIVE
RIBET BANGET NGURUS MASALAH DI DANA INI...PENGADUAN CHAT CUMA BISA NGOMONG SAMA ROBOT...UDAH NGIRIM BUKTI SEGALA MACAM TAPI JAWABANNYA ITU ITU AJA...WOOII KERJA YG BENER CS.A JANGAN NGANDELIN ROBOTTTT....MANA NOMER TLP CS NYA HAH ??? POSTING NOMER SANA SINI GAK JELAS SEMUA,rumit banget ngurus adu chat bisa ngomong robot kirim bukti tapi jawab wooii customer service jangan ngandelin robot nomor telepon customer service hah posting nomor tidak,NEUTRAL
Mantap pokoknya brooo,mantap pokok,POSITIVE
"ini aplikasi ga bener padahal saya ga ada langganan aplikasi apapun dari google, tau"" saldo berkurang 531ribu. ini keamanan ga jelas banget dana. kapok pake ni aplikasi buat nyimpen duit. padahal saya ga ada klik phising segala mecem.",tidak tidak langgan apa google saldo kurang aman tidak banget kapok nyimpen uang tidak klik phising mecem,NEGATIVE
